date,product_name,sku,quantity_sold,revenue,category,store_id
2026-09-19,Premium Coffee Beans 1kg,SG-COFFEE-1KG,28,100800,Food,ISLAMABAD-01
2026-09-20,Premium Coffee Beans 1kg,SG-COFFEE-1KG,28,100800,Food,ISLAMABAD-01
2026-09-21,Premium Coffee Beans 1kg,SG-COFFEE-1KG,23,82800,Food,ISLAMABAD-01
2026-09-22,Premium Coffee Beans 1kg,SG-COFFEE-1KG,22,79200,Food,ISLAMABAD-01
2026-06-15,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-06-16,Smart Fitness Watch,SG-WATCH-04,12,335988,Electronics,KARACHI-01
2026-06-17,Smart Fitness Watch,SG-WATCH-04,11,307989,Electronics,KARACHI-01
2026-06-18,Smart Fitness Watch,SG-WATCH-04,11,307989,Electronics,KARACHI-01
2026-06-19,Smart Fitness Watch,SG-WATCH-04,11,307989,Electronics,KARACHI-01
2026-06-20,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-06-21,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-06-22,Smart Fitness Watch,SG-WATCH-04,12,335988,Electronics,KARACHI-01
2026-06-23,Smart Fitness Watch,SG-WATCH-04,12,335988,Electronics,KARACHI-01
2026-06-24,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-06-25,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-06-26,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-06-27,Smart Fitness Watch,SG-WATCH-04,16,447984,Electronics,KARACHI-01
2026-06-28,Smart Fitness Watch,SG-WATCH-04,16,447984,Electronics,KARACHI-01
2026-06-29,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-06-30,Smart Fitness Watch,SG-WATCH-04,12,335988,Electronics,KARACHI-01
2026-07-01,Smart Fitness Watch,SG-WATCH-04,12,335988,Electronics,KARACHI-01
2026-07-02,Smart Fitness Watch,SG-WATCH-04,11,307989,Electronics,KARACHI-01
2026-07-03,Smart Fitness Watch,SG-WATCH-04,11,307989,Electronics,KARACHI-01
2026-07-04,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-07-05,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-07-06,Smart Fitness Watch,SG-WATCH-04,12,335988,Electronics,KARACHI-01
2026-07-07,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-07-08,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-07-09,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-07-10,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-07-11,Smart Fitness Watch,SG-WATCH-04,17,475983,Electronics,KARACHI-01
2026-07-12,Smart Fitness Watch,SG-WATCH-04,17,475983,Electronics,KARACHI-01
2026-07-13,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-07-14,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-07-15,Smart Fitness Watch,SG-WATCH-04,12,335988,Electronics,KARACHI-01
2026-07-16,Smart Fitness Watch,SG-WATCH-04,12,335988,Electronics,KARACHI-01
2026-07-17,Smart Fitness Watch,SG-WATCH-04,12,335988,Electronics,KARACHI-01
2026-07-18,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-07-19,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-07-20,Smart Fitness Watch,SG-WATCH-04,12,335988,Electronics,KARACHI-01
2026-07-21,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-07-22,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-07-23,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-07-24,Smart Fitness Watch,SG-WATCH-04,15,419985,Electronics,KARACHI-01
2026-07-25,Smart Fitness Watch,SG-WATCH-04,18,503982,Electronics,KARACHI-01
2026-07-26,Smart Fitness Watch,SG-WATCH-04,17,475983,Electronics,KARACHI-01
2026-07-27,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-07-28,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-07-29,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-07-30,Smart Fitness Watch,SG-WATCH-04,12,335988,Electronics,KARACHI-01
2026-07-31,Smart Fitness Watch,SG-WATCH-04,12,335988,Electronics,KARACHI-01
2026-08-01,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-08-02,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-08-03,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-08-04,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-08-05,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-08-06,Smart Fitness Watch,SG-WATCH-04,15,419985,Electronics,KARACHI-01
2026-08-07,Smart Fitness Watch,SG-WATCH-04,15,419985,Electronics,KARACHI-01
2026-08-08,Smart Fitness Watch,SG-WATCH-04,18,503982,Electronics,KARACHI-01
2026-08-09,Smart Fitness Watch,SG-WATCH-04,18,503982,Electronics,KARACHI-01
2026-08-10,Smart Fitness Watch,SG-WATCH-04,15,419985,Electronics,KARACHI-01
2026-08-11,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-08-12,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-08-13,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-08-14,Smart Fitness Watch,SG-WATCH-04,12,335988,Electronics,KARACHI-01
2026-08-15,Smart Fitness Watch,SG-WATCH-04,15,419985,Electronics,KARACHI-01
2026-08-16,Smart Fitness Watch,SG-WATCH-04,15,419985,Electronics,KARACHI-01
2026-08-17,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-08-18,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-08-19,Smart Fitness Watch,SG-WATCH-04,15,419985,Electronics,KARACHI-01
2026-08-20,Smart Fitness Watch,SG-WATCH-04,15,419985,Electronics,KARACHI-01
2026-08-21,Smart Fitness Watch,SG-WATCH-04,16,447984,Electronics,KARACHI-01
2026-08-22,Smart Fitness Watch,SG-WATCH-04,19,531981,Electronics,KARACHI-01
2026-08-23,Smart Fitness Watch,SG-WATCH-04,18,503982,Electronics,KARACHI-01
2026-08-24,Smart Fitness Watch,SG-WATCH-04,20,559980,Electronics,KARACHI-01
2026-08-25,Smart Fitness Watch,SG-WATCH-04,19,531981,Electronics,KARACHI-01
2026-08-26,Smart Fitness Watch,SG-WATCH-04,18,503982,Electronics,KARACHI-01
2026-08-27,Smart Fitness Watch,SG-WATCH-04,18,503982,Electronics,KARACHI-01
2026-08-28,Smart Fitness Watch,SG-WATCH-04,17,475983,Electronics,KARACHI-01
2026-08-29,Smart Fitness Watch,SG-WATCH-04,20,559980,Electronics,KARACHI-01
2026-08-30,Smart Fitness Watch,SG-WATCH-04,21,587979,Electronics,KARACHI-01
2026-08-31,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-09-01,Smart Fitness Watch,SG-WATCH-04,15,419985,Electronics,KARACHI-01
2026-09-02,Smart Fitness Watch,SG-WATCH-04,15,419985,Electronics,KARACHI-01
2026-09-03,Smart Fitness Watch,SG-WATCH-04,16,447984,Electronics,KARACHI-01
2026-09-04,Smart Fitness Watch,SG-WATCH-04,16,447984,Electronics,KARACHI-01
2026-09-05,Smart Fitness Watch,SG-WATCH-04,19,531981,Electronics,KARACHI-01
2026-09-06,Smart Fitness Watch,SG-WATCH-04,19,531981,Electronics,KARACHI-01
2026-09-07,Smart Fitness Watch,SG-WATCH-04,15,419985,Electronics,KARACHI-01
2026-09-08,Smart Fitness Watch,SG-WATCH-04,15,419985,Electronics,KARACHI-01
2026-09-09,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-09-10,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-09-11,Smart Fitness Watch,SG-WATCH-04,13,363987,Electronics,KARACHI-01
2026-09-12,Smart Fitness Watch,SG-WATCH-04,16,447984,Electronics,KARACHI-01
2026-09-13,Smart Fitness Watch,SG-WATCH-04,16,447984,Electronics,KARACHI-01
2026-09-14,Smart Fitness Watch,SG-WATCH-04,14,391986,Electronics,KARACHI-01
2026-09-15,Smart Fitness Watch,SG-WATCH-04,15,419985,Electronics,KARACHI-01
2026-09-16,Smart Fitness Watch,SG-WATCH-04,16,447984,Electronics,KARACHI-01
2026-09-17,Smart Fitness Watch,SG-WATCH-04,16,447984,Electronics,KARACHI-01
2026-09-18,Smart Fitness Watch,SG-WATCH-04,17,475983,Electronics,KARACHI-01
2026-09-19,Smart Fitness Watch,SG-WATCH-04,20,559980,Electronics,KARACHI-01
2026-09-20,Smart Fitness Watch,SG-WATCH-04,20,559980,Electronics,KARACHI-01
2026-09-21,Smart Fitness Watch,SG-WATCH-04,16,447984,Electronics,KARACHI-01
2026-09-22,Smart Fitness Watch,SG-WATCH-04,15,419985,Electronics,KARACHI-01
2026-06-15,Professional Football Size 5,SG-FOOTBALL-5,19,104500,Sports,LAHORE-01
2026-06-16,Professional Football Size 5,SG-FOOTBALL-5,18,99000,Sports,LAHORE-01
2026-06-17,Professional Football Size 5,SG-FOOTBALL-5,17,93500,Sports,LAHORE-01
2026-06-18,Professional Football Size 5,SG-FOOTBALL-5,17,93500,Sports,LAHORE-01
2026-06-19,Professional Football Size 5,SG-FOOTBALL-5,17,93500,Sports,LAHORE-01
2026-06-20,Professional Football Size 5,SG-FOOTBALL-5,21,115500,Sports,LAHORE-01
2026-06-21,Professional Football Size 5,SG-FOOTBALL-5,22,121000,Sports,LAHORE-01
2026-06-22,Professional Football Size 5,SG-FOOTBALL-5,19,104500,Sports,LAHORE-01
2026-06-23,Professional Football Size 5,SG-FOOTBALL-5,20,110000,Sports,LAHORE-01
2026-06-24,Professional Football Size 5,SG-FOOTBALL-5,21,115500,Sports,LAHORE-01
2026-06-25,Professional Football Size 5,SG-FOOTBALL-5,22,121000,Sports,LAHORE-01
2026-06-26,Professional Football Size 5,SG-FOOTBALL-5,22,121000,Sports,LAHORE-01
2026-06-27,Professional Football Size 5,SG-FOOTBALL-5,25,137500,Sports,LAHORE-01
2026-06-28,Professional Football Size 5,SG-FOOTBALL-5,24,132000,Sports,LAHORE-01
2026-06-29,Professional Football Size 5,SG-FOOTBALL-5,20,110000,Sports,LAHORE-01
2026-06-30,Professional Football Size 5,SG-FOOTBALL-5,19,104500,Sports,LAHORE-01
2026-07-01,Professional Football Size 5,SG-FOOTBALL-5,18,99000,Sports,LAHORE-01
2026-07-02,Professional Football Size 5,SG-FOOTBALL-5,18,99000,Sports,LAHORE-01
2026-07-03,Professional Football Size 5,SG-FOOTBALL-5,18,99000,Sports,LAHORE-01
2026-07-04,Professional Football Size 5,SG-FOOTBALL-5,21,115500,Sports,LAHORE-01
2026-07-05,Professional Football Size 5,SG-FOOTBALL-5,22,121000,Sports,LAHORE-01
2026-07-06,Professional Football Size 5,SG-FOOTBALL-5,20,110000,Sports,LAHORE-01
2026-07-07,Professional Football Size 5,SG-FOOTBALL-5,21,115500,Sports,LAHORE-01
2026-07-08,Professional Football Size 5,SG-FOOTBALL-5,22,121000,Sports,LAHORE-01
2026-07-09,Professional Football Size 5,SG-FOOTBALL-5,23,126500,Sports,LAHORE-01
2026-07-10,Professional Football Size 5,SG-FOOTBALL-5,23,126500,Sports,LAHORE-01
2026-07-11,Professional Football Size 5,SG-FOOTBALL-5,26,143000,Sports,LAHORE-01
2026-07-12,Professional Football Size 5,SG-FOOTBALL-5,25,137500,Sports,LAHORE-01
2026-07-13,Professional Football Size 5,SG-FOOTBALL-5,21,115500,Sports,LAHORE-01
2026-07-14,Professional Football Size 5,SG-FOOTBALL-5,19,104500,Sports,LAHORE-01
2026-07-15,Professional Football Size 5,SG-FOOTBALL-5,19,104500,Sports,LAHORE-01
2026-07-16,Professional Football Size 5,SG-FOOTBALL-5,18,99000,Sports,LAHORE-01
2026-07-17,Professional Football Size 5,SG-FOOTBALL-5,18,99000,Sports,LAHORE-01
2026-07-18,Professional Football Size 5,SG-FOOTBALL-5,22,121000,Sports,LAHORE-01
2026-07-19,Professional Football Size 5,SG-FOOTBALL-5,23,126500,Sports,LAHORE-01
2026-07-20,Professional Football Size 5,SG-FOOTBALL-5,21,115500,Sports,LAHORE-01
2026-07-21,Professional Football Size 5,SG-FOOTBALL-5,22,121000,Sports,LAHORE-01
2026-07-22,Professional Football Size 5,SG-FOOTBALL-5,23,126500,Sports,LAHORE-01
2026-07-23,Professional Football Size 5,SG-FOOTBALL-5,24,132000,Sports,LAHORE-01
2026-07-24,Professional Football Size 5,SG-FOOTBALL-5,24,132000,Sports,LAHORE-01
2026-07-25,Professional Football Size 5,SG-FOOTBALL-5,27,148500,Sports,LAHORE-01
2026-07-26,Professional Football Size 5,SG-FOOTBALL-5,26,143000,Sports,LAHORE-01
2026-07-27,Professional Football Size 5,SG-FOOTBALL-5,21,115500,Sports,LAHORE-01
2026-07-28,Professional Football Size 5,SG-FOOTBALL-5,20,110000,Sports,LAHORE-01
2026-07-29,Professional Football Size 5,SG-FOOTBALL-5,19,104500,Sports,LAHORE-01
2026-07-30,Professional Football Size 5,SG-FOOTBALL-5,19,104500,Sports,LAHORE-01
2026-07-31,Professional Football Size 5,SG-FOOTBALL-5,19,104500,Sports,LAHORE-01
2026-08-01,Professional Football Size 5,SG-FOOTBALL-5,23,126500,Sports,LAHORE-01
2026-08-02,Professional Football Size 5,SG-FOOTBALL-5,24,132000,Sports,LAHORE-01
2026-08-03,Professional Football Size 5,SG-FOOTBALL-5,22,121000,Sports,LAHORE-01
2026-08-04,Professional Football Size 5,SG-FOOTBALL-5,23,126500,Sports,LAHORE-01
2026-08-05,Professional Football Size 5,SG-FOOTBALL-5,24,132000,Sports,LAHORE-01
2026-08-06,Professional Football Size 5,SG-FOOTBALL-5,24,132000,Sports,LAHORE-01
2026-08-07,Professional Football Size 5,SG-FOOTBALL-5,24,132000,Sports,LAHORE-01
2026-08-08,Professional Football Size 5,SG-FOOTBALL-5,28,154000,Sports,LAHORE-01
2026-08-09,Professional Football Size 5,SG-FOOTBALL-5,27,148500,Sports,LAHORE-01
2026-08-10,Professional Football Size 5,SG-FOOTBALL-5,22,121000,Sports,LAHORE-01
2026-08-11,Professional Football Size 5,SG-FOOTBALL-5,21,115500,Sports,LAHORE-01
2026-08-12,Professional Football Size 5,SG-FOOTBALL-5,20,110000,Sports,LAHORE-01
2026-08-13,Professional Football Size 5,SG-FOOTBALL-5,20,110000,Sports,LAHORE-01
2026-08-14,Professional Football Size 5,SG-FOOTBALL-5,20,110000,Sports,LAHORE-01
2026-08-15,Professional Football Size 5,SG-FOOTBALL-5,24,132000,Sports,LAHORE-01
2026-08-16,Professional Football Size 5,SG-FOOTBALL-5,25,137500,Sports,LAHORE-01
2026-08-17,Professional Football Size 5,SG-FOOTBALL-5,22,121000,Sports,LAHORE-01
2026-08-18,Professional Football Size 5,SG-FOOTBALL-5,24,132000,Sports,LAHORE-01
2026-08-19,Professional Football Size 5,SG-FOOTBALL-5,25,137500,Sports,LAHORE-01
2026-08-20,Professional Football Size 5,SG-FOOTBALL-5,25,137500,Sports,LAHORE-01
2026-08-21,Professional Football Size 5,SG-FOOTBALL-5,25,137500,Sports,LAHORE-01
2026-08-22,Professional Football Size 5,SG-FOOTBALL-5,29,159500,Sports,LAHORE-01
2026-08-23,Professional Football Size 5,SG-FOOTBALL-5,28,154000,Sports,LAHORE-01
2026-08-24,Professional Football Size 5,SG-FOOTBALL-5,31,170500,Sports,LAHORE-01
2026-08-25,Professional Football Size 5,SG-FOOTBALL-5,29,159500,Sports,LAHORE-01
2026-08-26,Professional Football Size 5,SG-FOOTBALL-5,28,154000,Sports,LAHORE-01
2026-08-27,Professional Football Size 5,SG-FOOTBALL-5,27,148500,Sports,LAHORE-01
2026-08-28,Professional Football Size 5,SG-FOOTBALL-5,27,148500,Sports,LAHORE-01
2026-08-29,Professional Football Size 5,SG-FOOTBALL-5,33,181500,Sports,LAHORE-01
2026-08-30,Professional Football Size 5,SG-FOOTBALL-5,35,192500,Sports,LAHORE-01
2026-08-31,Professional Football Size 5,SG-FOOTBALL-5,23,126500,Sports,LAHORE-01
2026-09-01,Professional Football Size 5,SG-FOOTBALL-5,24,132000,Sports,LAHORE-01
2026-09-02,Professional Football Size 5,SG-FOOTBALL-5,25,137500,Sports,LAHORE-01
2026-09-03,Professional Football Size 5,SG-FOOTBALL-5,26,143000,Sports,LAHORE-01
2026-09-04,Professional Football Size 5,SG-FOOTBALL-5,26,143000,Sports,LAHORE-01
2026-09-05,Professional Football Size 5,SG-FOOTBALL-5,30,165000,Sports,LAHORE-01
2026-09-06,Professional Football Size 5,SG-FOOTBALL-5,29,159500,Sports,LAHORE-01
2026-09-07,Professional Football Size 5,SG-FOOTBALL-5,24,132000,Sports,LAHORE-01
2026-09-08,Professional Football Size 5,SG-FOOTBALL-5,22,121000,Sports,LAHORE-01
2026-09-09,Professional Football Size 5,SG-FOOTBALL-5,21,115500,Sports,LAHORE-01
2026-09-10,Professional Football Size 5,SG-FOOTBALL-5,21,115500,Sports,LAHORE-01
2026-09-11,Professional Football Size 5,SG-FOOTBALL-5,21,115500,Sports,LAHORE-01
2026-09-12,Professional Football Size 5,SG-FOOTBALL-5,25,137500,Sports,LAHORE-01
2026-09-13,Professional Football Size 5,SG-FOOTBALL-5,27,148500,Sports,LAHORE-01
2026-09-14,Professional Football Size 5,SG-FOOTBALL-5,24,132000,Sports,LAHORE-01
2026-09-15,Professional Football Size 5,SG-FOOTBALL-5,25,137500,Sports,LAHORE-01
2026-09-16,Professional Football Size 5,SG-FOOTBALL-5,26,143000,Sports,LAHORE-01
2026-09-17,Professional Football Size 5,SG-FOOTBALL-5,27,148500,Sports,LAHORE-01
2026-09-18,Professional Football Size 5,SG-FOOTBALL-5,27,148500,Sports,LAHORE-01
2026-09-19,Professional Football Size 5,SG-FOOTBALL-5,31,170500,Sports,LAHORE-01
2026-09-20,Professional Football Size 5,SG-FOOTBALL-5,30,165000,Sports,LAHORE-01
2026-09-21,Professional Football Size 5,SG-FOOTBALL-5,24,132000,Sports,LAHORE-01
2026-09-22,Professional Football Size 5,SG-FOOTBALL-5,23,126500,Sports,LAHORE-01
